rid|hollis|title|outline|vols
W1KG818|none|འབྲས་མོ་ལྗོངས་ཀྱི་གནས་ཡིག|O8LS529|1
W23761|014259102|བསྲེ་འཕོ་ཡིག་རྙིང|O1GS146889|1
W1KG11920|014255758|རྒྱ་སྟོན་བསྒྲིགས་ཆོག་ཡང་ཟབ་དཀོན་མཆོག་སྤྱི་འདུས་ཀྱི་ལས་བྱང་ལྷན་ཐབས་བཅས།|O1KG11920|1
W1CZ1300|none|དཔལ་དུས་ཀྱི་འཁོར་ལོའི་བླ་མའི་རྣལ་འབྱོར་དང་སྦྱོར་དྲུག་ཁྲིད་ཡིག་ཐོག་མཐའ་བར་གསུམ།|O4CZ24558|1
W2DB4571|014260499|གསུང་འབུམ་（དཔེ་བསྡུར་མ）། འགྲོ་མགོན་ཆོས་རྒྱལ་འཕགས་པ།|O8LS5608|4
W1KG988|014257647|སྟག་བྲག་བསམ་གཏན་གླིང་གི་ཕྱག་བཞེས་མདོ་སྔགས་ཆོས་སྤྱོད|O1KG988|4
W1PD100944|014257655|སྔ་འགྱུར་བཀའ་མ་ཤིན་ཏུ་རྒྱས་པ།|O1PD100944|133
W1KG1880|014256589|གསུང་འབུམ། ཀུན་དགའ་བློ་གྲོས།|O8LS1430|6
W1KG9029|014257483|དུས་འཁོར་རྒྱུད་སྙིང་བསྡུས་པ།|O4CZ24535|1
W23158|014258800|དགོངས་པ་ཡང་ཟབ་གྱི་གཏེར་ཆོས་སྐོར|O23158|4
W23546|014258949|སངས་རྒྱས་མཚན་མདོ།|O1PD190270|4
W27306|014259603|ཡབ་རྗེ་བླ་མ་སྐལ་ལྡན་རྒྱ་མཚོའི་གསུང་འབུམ།|O27306|4
W2DB4610|014260528|ཚེ་སྒྲུབ་ཀུན་འདུས།|O2DB4610|4
W2MS811|014260561|ཧོར་ཁང་བསོད་ནམས་དཔལ་འབར་གྱི་གསུང་རྩོམ་ཕྱོགས་བསྒྲིགས།|O4CZ31207|1
W19965|014254930|བོད་ཀྱི་ལོ་རྒྱུས་གཞོན་ནུ་དགའ་བའི་གཏམ་ཕྲེང|O7LS1|1
W30129|014260640|བཀྲ་ཤིས་ལྷུན་པོའི་གསང་སྔགས་རྒྱུད་པ་གྲྭ་ཚང་གི་གདན་རབས|O5LS158|1
W28738|014259771|ངོར་ཨེ་ཝཾ་ཆོས་ལྡན་གྱི་ལོ་རྒྱུས་ངོ་མཚར་ནོར་བུའི་ཕྲེང་བ|O1GS53206|1
W22348|014258751|གཟུངས་འདུས། ༼སྐུ་འབུམ་པར་མ།༽|O22348|1
W23506|014258946|རྣམ་ཐར་གཡུང་དྲུང་གསང་བའི་མཛོད་ཆེན།|O23506|8
W10206|014254603|གསུང་འབུམ། དགེ་འདུན་རིན་ཆེན།|O10206|9
W1KG11947|014255766|སྔོན་བྱོན་ས་སྐྱ་པའི་མཁས་པ་རྣམས་ཀྱི་གཞུང་འགྲེལ་སྐོར།|O1KG11947|9
W1KG11948|014255767|སྔོན་བྱོན་ས་སྐྱ་པའི་མཁས་པ་རྣམས་ཀྱི་རྒྱུད་འགྲེལ་སྐོར།|O1KG11948|6
W1KG12075|014255784|བཀའ་བརྒྱད་བདེ་གཤེགས་འདུས་པའི་ཆོས་སྐོར།|O1KG12075|13
W1KG1617|014256346|བཻ་ཌཱུརྱ་དཀར་པོ|O1KG1617|1
W1KG4277|014256883|དཔལ་འབྲུག་པའི་ཟབ་ཁྲིད་ཕྱོགས་བསྡེབས|O1KG4277|5
W1KG4326|014256915|གསུང་འབུམ། ཀུན་དགའ་རིན་ཆེན|O1KG4326|1
W23196|014258835|གསུང་འབུམ། པདྨ་ཆོས་འཕེལ། ༼དབུ་མེད།༽|O23196|2
W19822|014254900|པོ་ཏ་ལར་བཞུགས་པའི་རྙིང་མའི་གསུང་འབུམ་དཀར་ཆག|O19822|1
W1KG9848|014257641|མཏེརིཨལས་ཕོ༹ར་ཨ་ཧིསྟོརཡ་ཨོཕ༹་ཏིབེཏན་ལིཏེརཏུརེ|O1KG9848|3
W23189|014258828|འབྲི་གུང་བཀའ་བརྒྱུད་པའི་ཆོས་སྐོར།|O23189|2
W23545|014258948|བོན་པོའི་མདོ་མང་།|O23545|2
W23733|014259075|དམ་ཆོས་དགོངས་པ་ཡོངས་འདུས|O23733|2
W29562|014260028|བིས་མདོ་དགོན་ཆེན་བཀྲ་ཤིས་ཐོས་བསམ་ཆོས་འཁོར་གླིང་གི་གདན་རབས་དད་པའི་ཆུ་བོ་གཞོལ་བའི་འབབ་སྟེགས|O8LS302|1
W7494|014261042|དེབ་ཐེར་སྔོན་པོ|O7494|1
W2CZ7959|014260273|མདོ་སྨད་ལོ་རྒྱུས་ཆེན་མོ|O2CZ7959|6
W1KG4598|none|བྱེ་བྲག་རྟོགས་བྱེད་ཆེན་མོ།|O4JW5431|2
W1PD89084|014257899|བཀའ་གདམས་གསུང་འབུམ་ཕྱོགས་བསྒྲིགས་ཐེངས་གཉིས་པ།|O1PD89084|31
W1KG9724|014257614|སྐྱབས་རྗེ་ཕ་བོང་ཁ་པ་བདེ་ཆེན་སྙིང་པོའི་གསུང་འབུམ་ཁ་སྐོང་།|O1KG9724|1
W1KG12536|014255898|མདོ་མང་།|O1KG12536|2
W1PD179846|014257732|མི་ཉག་ཐུབ་བསྟན་ཆོས་དར་གྱི་དཔྱད་རྩོམ་ཁག་གཉིས།|O1PD181211|1
W1PD45090|014257801|ཆོས་དབང་གཏེར་མ|O1PD82005|1
W1KG10787|014255685|གསུང་འབུམ།  བྲག་གཡབ་བློ་བཟང་ནོར་བུ། ༼བྲག་གཡབ་བུ་དགོན་གྱི་པར་མ།༽|O4CZ24062|9
W00EGS1016747|014253874|གསུང་འབུམ། ཀུན་དགའ་ཡེ་ཤེས|O00EGS1016747|1
W1GS8|014255544|ཕྱག་རྡོར་གསོ་རིག་ཕྱོགས་བསྒྲིགས།|O1GS2205|1
W1KG9560|014257590|གསུང་འབུམ། དཀོན་མཆོག་འཇིགས་མེད་དབང་པོ། ༼བླ་བྲང་པར་མ།༽|O4CZ28036|12
W1KG8899|014257465|ཚད་མའི་འགྲེལ་པ་ཕྱོགས་བསྒྲིགས།|O1KG8899|10
W1KG12655|014255923|ཁམས་སྤྲུལ་བསྟན་འཛིན་ཆོས་ཀྱི་ཉི་མའི་གསུང་སྐོར་དང་ཞལ་སློབ་ཐུ་བོ་བསོད་ནམས་རབ་འཕེལ་གྱི་གསུང་།|O1KG12655|1
W1KG2767|014256619|གསུང་ཐོར་བུ། དཀོན་མཆོག་ཡོན་ཏན་རྒྱལ་མཚན|O1KG2767|1
W24590|014259341|གངས་རི་དཀར་པོའི་སྲོག་མཁར་འཛིན་པ་འཕྲོག་བྱེད་དར་མའི་ང་རོ|O24590|1
W23998|014259273|གསུང་ཐོར་བུ། འཇམ་དབྱངས་དཔལ་ལྡན་རྒྱ་མཚོ|O23998|1
W1PD104832|014257657|རྔོག་ལོ་ཙཱ་བ་བློ་ལྡན་ཤེས་རབ་ཀྱི་གསུང་ཆོས་སྐོར|O1PD104832|1
W21018|014258282|གསུང་འབུམ། སྣ་ཚོགས་རང་གྲོལ|O21018|5
W1CZ855|014255406|ཁྲིམས་ཡིག་ཞལ་ལྕེ་བཅུ་གསུམ|O1LS1690|1
W30453|014260799|གཉན་རོང་རྫོང་དགོན་སྡེའི་ལོ་རྒྱུས|O1LS1691|1
W26078|014259513|གེ་སར|O1GS46317|31
W2CZ6641|014260175|རྒྱལ་སྲས་ཐོགས་མེད་ཀྱི་བཀའ་འབུམ་ཐོར་བུ།|O2CZ6641|1
W23692|014259038|གསུང་འབུམ། རྒྱལ་ཚབ་རྗེ ༼སྐུ་འབུམ་པར་མ༽|O00EGS10542|8
W1986|014254916|གསུང་འབུམ། དབྱངས་ཅན་དགའ་བའི་བློ་གྲོས|O00EGS1058|2
W6493|014261020|གསུང་འབུམ། དྷརྨ་བྷ་དྲ|O4CZ25125|6
W23565|014258968|གསུང་འབུམ། དཀར་བརྒྱུད་བསྟན་འཛིན་ནོར་བུ|O00EGS108633|1
W29485|014260006|གསོ་རིག་སྨན་གྱི་ཁོག་འབུགས|O1GS2476|1
W1PD3|014257795|རྒྱུད་བཞིའི་གསལ་བྱེད་བཻཌཱུརྱ་སྔོན་པོ|O1GS2578|2
W30438|014260787|མེས་པོའི་ཞལ་ལུང|O1GS2739|2
W30137|014260646|རྒྱུད་བཞི ༼ཟུང་ཅུ་ཟེའི་པར་མ༽|O1GS39087|1
W23681|014259031|སྒྲུབ་ཐབས་ཀུན་བཏུས|O1GS39248|14
W17713|014254793|མན་ངག་གསེར་བྲེ་མ|O1GS3340|1
W19231|014254840|འབའ་ར་བཀའ་བརྒྱུད་གསེར་འཕྲེང་ཆེན་མོ|O1GS41093|4
W19222|014254832|རྭ་ལུང་དཀར་བརྒྱུད་གསེར་འཕྲེང་།|O1GS41145|4
W10954|014254635|གསུང་འབུམ། ཀུན་དགའ་དཔལ་འབྱོར|O1GS41261|2
W10754|014254632|གསུང་འབུམ། ཀུན་གཟིགས་ཆོས་ཀྱི་སྣང་བ|O1GS41262|4
W1GS44028|014255454|བོད་ཀྱི་རིག་གནས་ལོ་རྒྱུས་དཔྱད་གཞིའི་རྒྱུ་ཆ་བདམས་བསྒྲིགས་༔ ༡༠ ༼༡༩༽|O1GS44032|1
W1GS44055|014255456|བོད་ཀྱི་རིག་གནས་ལོ་རྒྱུས་དཔྱད་གཞིའི་རྒྱུ་ཆ་བདམས་བསྒྲིགས་༔ ༢༠|O1GS44057|1
W1GS44056|014255457|བོད་ཀྱི་རིག་གནས་ལོ་རྒྱུས་དཔྱད་གཞིའི་རྒྱུ་ཆ་བདམས་བསྒྲིགས་༔ ༢༡|O1GS44092|1
W23790|014259129|གསུང་འབུམ། རྒྱལ་མཚན་དཔལ།|O1GS44105|1
W27883|014259722|རྒྱུད་སྡེ་ཀུན་བཏུས། （གློག་ཀླད་པར་མ།）|O1GS40148|32
W23789|014259128|གསུང་འབུམ། མགོན་པོ་རྡོ་རྗེ|O1GS44190|2
W23440|014258916|གསུང་འབུམ། གྲགས་པ་དབང་ཕྱུག|O1GS44213|5
W00KG01509|014254051|བོད་ཀྱི་རིག་གནས་ལོ་རྒྱུས་དཔྱད་གཞིའི་རྒྱུ་ཆ་བདམས་བསྒྲིགས། （༢༥ ）|O1GS44262|1
W00KG01510|014254052|བོད་ཀྱི་རིག་གནས་ལོ་རྒྱུས་དཔྱད་གཞིའི་རྒྱུ་ཆ་བདམས་བསྒྲིགས་༔ ༢༦|O1GS44283|1
W00KG01512|014254054|བོད་ཀྱི་རིག་གནས་ལོ་རྒྱུས་དཔྱད་གཞིའི་རྒྱུ་ཆ་བདམས་བསྒྲིགས་༔ ༢ ༼༡༡༽|O1GS44358|1
W00EGS1016238|014253811|གསུང་འབུམ། བློ་གཏེར་དབང་པོ|O1GS44420|6
W00KG01511|014254053|བོད་ཀྱི་རིག་གནས་ལོ་རྒྱུས་དཔྱད་གཞིའི་རྒྱུ་ཆ་བདམས་བསྒྲིགས། ༡ ༼༡༠༽|O1GS44446|1
W00KG01514|014254056|བོད་ཀྱི་རིག་གནས་ལོ་རྒྱུས་དཔྱད་གཞིའི་རྒྱུ་ཆ་བདམས་བསྒྲིགས་༔ ༤ ༼༡༣༽|O1GS44485|1
W00KG03680|014254395|གླང་ནག་དགོན་པའི་ལོ་རྒྱུས་མཐོང་གསལ་ཤེལ་གྱི་མེ་ལོང|O1GS44559|1
W00KG01063|014254042|བོད་ཀྱི་དགོན་སྡེའི་རིག་གནས་སྤྱི་བཤད་མེ་ཏོག་ཕྲེང་བ|O1GS44584|1
W19997|014254943|དཀར་མཛེས་ཁུལ་གྱི་དགོན་སྡེ་སོ་སོའི་ལོ་རྒྱུས་གསལ་བར་བཤད་པ།|O1GS44788|3
W00KG01062|014254041|མཚོ་བྱང་ཁུལ་གྱི་དགོན་སྡེ་ཁག་གི་ལོ་རྒྱུས་སྙིང་བསྡུས|O1GS46202|1
W1GS44554|014255459|དབལ་ཤུལ་གསེར་ཐར་གྱི་ལོ་རྒྱུས་གསར་བསྒྲིགས་བློ་ལྡན་མིག་གི་བདུད་རྩི|O1GS46259|1
W24052|014259312|གསུང་འབུམ། ངག་དབང་ཉི་མ|O24052|6
W00KG01515|014254057|བོད་ཀྱི་རིག་གནས་ལོ་རྒྱུས་དཔྱད་གཞིའི་རྒྱུ་ཆ་བདམས་བསྒྲིགས་༔ ༥ ༼༡༤༽|O1GS46350|1
W27477|014259639|གཅོད་ཀྱི་བཤད་པ་གསལ་བའི་སྒྲོན་མེ་སོགས|O1GS46464|1
W00EGS1016278|014253830|གཅོད་ཀྱི་ཆོས་སྐོར|O1GS46471|1
W00KG01519|014254061|བོད་ཀྱི་རིག་གནས་ལོ་རྒྱུས་དཔྱད་གཞིའི་རྒྱུ་ཆ་བདམས་བསྒྲིགས་༔ ༩ ༼༡༨༽|O1GS46708|1
W23654|014259019|གསུང་འབུམ། རྒྱལ་མཚན་དཔལ།|O1GS44119|3
W00KG01521|014254063|བོད་ཀྱི་རིག་གནས་ལོ་རྒྱུས་དཔྱད་གཞིའི་རྒྱུ་ཆ་བདམས་བསྒྲིགས་༔ ༢༣|O1GS46805|1
W30073|014260600|ཀུན་དགའ་གྲོལ་མཆོག་གི་ཕྱི་ནང་གསང་གསུམ་གྱི་རྣམ་ཐར|O1GS46832|1
W00KG01513|014254055|བོད་ཀྱི་རིག་གནས་ལོ་རྒྱུས་དཔྱད་གཞིའི་རྒྱུ་ཆ་བདམས་བསྒྲིགས་༔ ༣ ༼༡༢༽|O1GS47027|1
W00EGS1016717|014253862|དགེ་རྒྱལ་ནག་ཚང་དགོན་སྡེའི་བྱུང་རབས་ཀྱི་ལོ་རྒྱུས་མེས་པོའི་རྗེས་དྲན|O1GS47043|1
W29105|014259909|མན་ངག་ཡིག་ཆུང་སྣ་ཚོགས|O1GS4718|1
W00KG01516|014254058|བོད་ཀྱི་རིག་གནས་ལོ་རྒྱུས་དཔྱད་གཞིའི་རྒྱུ་ཆ་བདམས་བསྒྲིགས་༔ ༦ ༼༡༥༽|O1GS47210|1
W24679|014259346|པཎ་ཆེན་བསོད་ནམས་གྲགས་པའི་གསུང་རྩོམ་ཉེར་མཁོ་དང་དྲང་ངེས་ཕྱོགས་བསྒྲིགས|O1GS47235|1
W24822|014259358|གངས་ཏི་སེ་དང་མ་ཕམ་གཡུ་མཚོའི་གནས་ཡིག|O1GS47298|1
W24890|014259375|གསུང་འབུམ། དགེ་འདུན་དར་རྒྱས|O1GS47327|1
W1PD97485|014257989|བོ་དོང་ཕྱོགས་ལས་རྣམ་རྒྱལ་གྱི་གསུང་འབུམ་གསར་རྙེད་སྐོར།|O1PD97485|5
W2PD15535|014260564|ཉེར་མཁོའི་སྨན་སྦྱོར་འཆི་མེད་བདུད་རྩིའི་བུམ་བཟང་ཏིསྨ།|O2PD15538|1
W30420|014260775|ཐེག་ཆེན་བསྟན་པའི་སྙིང་པོའི་གཞུང|O1GS47468|2
W25007|014259379|གསུང་འབུམ། འཇིགས་མེད་བསྟན་པའི་ཉི་མ།༼སི་ཁྲོན་མི་རིགས་དཔེ་སྐྲུན་ཁང་།༽|O1GS47485|7
W30443|014260792|བོད་ཀྱི་རིག་གནས་ལས་འཕྲོས་པའི་གཏམ་སྤྱི་ནོར་བློ་གསལ་མགུལ་རྒྱན།|O1GS47688|1
W30460|014260803|རང་རིག་རས་ཆེན་གྱི་གསུང་མགུར་དང་ཞལ་གདམས|O1GS47725|1
W30538|014260843|རརེ་ཏིབེཏན་ཏེxཙ་ཕ༹ྲོམ་ནེཔལ|O1GS47731|1
W30537|014260842|བོན་པོའི་འདས་ལོག་སྐོར|O1GS47745|1
W30536|014260841|དཔྱད་གསུམ་དག་རྩིས་བསྐལ་སྲིད་དུས་འཁོར|O1GS47826|2
W23664|014259027|ལྷ་སའི་དགོན་ཐོ་རིན་ཆེན་སྤུངས་རྒྱན|O1GS47873|1
W30540|014260845|དྲིས་ལན་ལུང་དང་རིགས་པའི་འབྲུག་སྒྲ་སོགས|O1GS48188|1
W23847|014259179|གངས་ཅན་བོད་ཀྱི་གནས་བཤད་ལམ་ཡིག་གསར་མ|O1GS48192|4
W00KG01502|014254044|མདོ་སྨད་རྨ་ཁུག་ཚ་འགྲམ་ཡུལ་གྲུའི་ལོ་རྒྱུས་དེབ་ཐེར་ཆེན་མོ|O1GS48675|1
W00KG02353|014254155|མགོ་ལོག་རིག་གནས་ལོ་རྒྱུས། （༤）|O1GS48848|1
W00KG01517|014254059|བོད་ཀྱི་རིག་གནས་ལོ་རྒྱུས་དཔྱད་གཞིའི་རྒྱུ་ཆ་བདམས་བསྒྲིགས་༔ ༧ ༼༡༦༽|O1GS48850|1
W29201|014259933|ལྷོ་ཁའི་ལོ་རྒྱུས་རིག་གནས་དཔྱད་གཞིའི་རྒྱུ་ཆ་བདམས་བསྒྲིགས།（ ༡）|O1GS48851|1
W1PD5314|014257826|ཀན་ལྷོའི་བོད་ཀྱི་ཤེས་རིག་རྒྱས་བཤད|O1GS48852|1
W00KG01518|014254060|བོད་ཀྱི་རིག་གནས་ལོ་རྒྱུས་དཔྱད་གཞིའི་རྒྱུ་ཆ་བདམས་བསྒྲིགས་༔ ༨ ༼༡༧༽|O1GS44458|1
W27301|014259598|རེབ་གོང་གསེར་མོ་ལྗོངས་ཞེས་ཡོངས་སུ་གྲགས་པའི་ཆོས་སྲིད་ཀྱི་བྱུང་བ་མདོ་ཙམ་བརྗོད་པ་འདོད་འབྱུང་གཏེར་གྱི་བུམ་བཟང|O1GS49110|1
W00KG01520|014254062|བོད་ཀྱི་རིག་གནས་ལོ་རྒྱུས་དཔྱད་གཞིའི་རྒྱུ་ཆ་བདམས་བསྒྲིགས་༔ ༢༢|O1GS49181|1
W00KG01664|014254145|བོད་ཀྱི་རིག་གནས་ལོ་རྒྱུས་དཔྱད་གཞིའི་རྒྱུ་ཆ་བདམས་བསྒྲིགས་༔ ༤|O1GS49298|1
W00KG01663|014254144|བོད་ཀྱི་རིག་གནས་ལོ་རྒྱུས་དཔྱད་གཞིའི་རྒྱུ་ཆ་བདམས་བསྒྲིགས་༔ ༣|O1GS49317|1
W00KG01662|014254143|བོད་ཀྱི་རིག་གནས་ལོ་རྒྱུས་དཔྱད་གཞིའི་རྒྱུ་ཆ་བདམས་བསྒྲིགས་༔ ༢|O1GS49339|1
W1GS66332|014255534|རྔོག་ཆོས་སྐོར་ཕྱོགས་བསྒྲིགས།|O1GS66332|10
W30534|014260839|སྙན་རྒྱུད་རྡོ་རྗེའི་ཚིག་རྐང། བདེ་མཆོག་མཁའ་འགྲོའི་སྙན་བརྒྱུད་དང་རྒྱལ་སྲས་མི་ཏྲའི་རྣམ་ཐར།|O1GS49373|1
W1KG9260|014257529|བཀའ་བརྒྱུད་པའི་ལོ་རྒྱུས་ཟིན་ཐོ།|O1GC3624|1
W00KG01666|014254147|བོད་ཀྱི་རིག་གནས་ལོ་རྒྱུས་དཔྱད་གཞིའི་རྒྱུ་ཆ་བདམས་བསྒྲིགས་༔ ༦|O1GS49413|1
W22115|014258633|གསུང་ཐོར་བུ། བསྟན་འཛིན་ནོར་བུ|O22115|1
W00KG02330|014254151|བོད་ཀྱི་རིག་གནས་ལོ་རྒྱུས་དཔྱད་གཞིའི་རྒྱུ་ཆ་བདམས་བསྒྲིགས་༔ ༨|O1GS49446|1
W23766|014259107|མཁས་གྲུབ་ཀརྨ་ཆགས་མེད་ཀྱི་གསུང་ཐོར་བུ|O23766|1
W22021|014258562|བོད་ཀྱི་ལོ་རྒྱུས་དེབ་ཐེར་ཁག་ལྔ|O1GS49478|1
W23858|014259181|བཟོ་རིག་ཁ་ཤས་ཀྱི་པ་ཏྲ་ལག་ལེན་མ་སོགས|O1GS49489|1
W1GS49535|014255466|མགོ་ལོག་རིག་གནས་ལོ་རྒྱུས། （༣）|O1GS49536|1
W1GS49554|014255467|མགོ་ལོག་རིག་གནས་ལོ་རྒྱུས། （༢）|O1GS49555|1
W1GS49575|014255468|མགོ་ལོག་རིག་གནས་ལོ་རྒྱུས། （༡）|O1GS49578|1
W20140|014258067|མགོ་ལོག་ལོ་རྒྱུས་དེབ་ཐེར།|O1GS49715|1
W17722|014254794|བོད་གྱི་སྨན་པ་རིམ་བྱོན་གྱི་རྣམ་ཐར་ཕྱོགས་བསྒྲིགས|O1GS49750|1
W1GS49915|014255469|ཀན་ལྷོའི་བོད་བརྒྱུད་ནང་བསྟན་དགོན་སྡེ་སོ་སོའི་ལོ་རྒྱུས་མདོར་བསྡུས། སྟོད་ཆ|O1GS49916|1
W20132|014258062|རྒྱན་གྱི་བསྟན་བཅོས་དབྱངས་ཅན་ངག་གི་རོལ་མཚོ|O1GS49959|1
W1GS49973|014255470|ཀན་ལྷོའི་བོད་བརྒྱུད་ནང་བསྟན་དགོན་སྡེ་སོ་སོའི་ལོ་རྒྱུས་མདོར་བསྡུས། བར་ཆ|O1GS49974|1
W29627|014260049|གྲྭ་ཐང་རྒྱུད་བཞི|O1GS500|1
W1GS50020|014255472|ཀན་ལྷོའི་བོད་བརྒྱུད་ནང་བསྟན་དགོན་སྡེ་སོ་སོའི་ལོ་རྒྱུས་མདོར་བསྡུས། （སྨད་ཆ།）|O1GS50021|1
W00EGS1016284|014253833|ཐུགས་རྗེ་ཆེན་པོ་སྤྱན་རས་གཟིགས་ངན་སོང་རང་གྲོལ་ཆོས་སྐོར།|O1GS50334|1
W00EGS1016286|014253834|སྒོམ་གྱི་གནད་གསལ་བར་ཕྱེ་བ་བསམ་གཏན་མིག་སྒྲོན།|O1GS50366|1
W30124|014260636|བདེ་མཆོག་མཁའ་འགྲོ་སྙན་རྒྱུད།|O1GS50377|2
W27414|014259632|དམ་ཅན་བསྟན་སྲུང་རྒྱ་མཚོའི་རྣམ་ཐར།（ཕ་ཇོ་ལྡིང་འོག་མིན་གཉིས་པར་བཞུགས་པའི་དབུ་ཅན་བྲིས་མ།）|O1GS50413|1
W9366|014261132|དམ་ཅན་བསྟན་སྲུང་རྒྱ་མཚོའི་རྣམ་ཐར།༼དབུ་ཅན་བྲིས་མ།༽|O1GS50430|2
W00EGS1017241|014253988|གློ་ལྗོངས་ཆོས་ཀྱི་ཞིང་སར་བསྟན་པ་འཕེལ་རིམ་གྱི་དཀར་ཆག་དྭངས་ཤེལ་མེ་ལོང|O1GS50587|1
W21814|014258452|གསུང་ཐོར་བུ། འཇམ་དབྱངས་ཆོས་ཀྱི་བློ་གྲོས། ༼རྒྱ་གར་བིརའི་པར་མ།༽|O01AG03140|2
W00KG02531|014254159|གསུང་ཐོར་བུ། འཇམ་དབྱངས་ཀུན་དགའ་བསོད་ནམས|O00KG02531|1
W00KG01522|014254064|བོད་ཀྱི་རིག་གནས་ལོ་རྒྱུས་དཔྱད་གཞིའི་རྒྱུ་ཆ་བདམས་བསྒྲིགས་༔ ༢༤|O1GS46761|1
W29295|014259979|མདོ་ཁམས་གནས་ཡིག་ཕྱོགས་བསྒྲིགས་དད་བསྐུལ་ལྷ་དབང་རྔ་སྒྲ|O1GS52138|1
W00KG04068|014254471|གསུང་ཐོར་བུ། ཚེ་རིང་རྡོ་རྗེ|O00KG04068|1
W1KG13001|014255994|བསྙུང་གནས་ཀྱི་རྣམ་བཤད་དང་ཕན་ཡོན་སྐོར་ཕྱོགས་བསྒྲིགས།|O1KG13001|1
W1KG11820|014255737|ཡི་དམ་ཁག་གཅིག་གི་བསྐྱེད་རྫོགས་དང་། རྒྱུད་སྡེ་སྤྱི་རྣམ་སོགས།|O1KG11820|1
W23671|014259029|བོད་ལྗོངས་ནགས་ཤོད་འབྲི་རུའི་ལོ་རྒྱུས་རབ་རིམ་སཱ་ལའི་ལྗོན་ཤིང|O1GS52999|1
W20250|014258106|ཨོ་རྒྱན་སྨིན་གྲོལ་གླིང་གི་དཀར་ཆག|O1GS53097|1
W1KG10184|014255598|ཟབ་ལམ་བླ་མའི་རྣལ་འབྱོར་གྱི་རྣམ་བཤད་བཀའ་བརྒྱུད་རིན་པོ་ཆེའི་དགོངས་རྒྱན་སོགས།|O1KG10184|1
W1KG10663|014255656|མངོན་བརྗོད་དང་དག་ཡིག་སོགས། ༼ཞོལ་པར་མ།༽|O1KG10663|1
W1KG4338|014256924|རྩེ་ལེ་སྣ་ཚོགས་རང་གྲོལ་གྱི་གསུང་གདམས་ཟབ་ཕྱོགས་བསྒྲིགས།|O1KG4338|1
W2MS813|014260562|ནམ་མཁའི་ནོར་བུའི་གསུང་རྩོམ་ཕྱོགས་བསྒྲིགས།|O2MS813|1
W2DB4582|014260507|ཨར་བྱང་ཆུབ་ཡེ་ཤེས་ཀྱི་གསུང་ཆོས་སྐོར|O2DB4582|1
W28963|014259852|དགྲ་ལྷ་ཟླ་བ་བཟང་པོའི་ཆེད་རྩོམ་ཕྱོགས་བསྒྲིགས།|O28963|1
W1KG1254|014255902|མཁས་གྲུབ་ནོར་བཟང་རྒྱ་མཚོའི་གསུང་གསང་འདུས་བསྐྱེད་རིམ་དང་དེའི་རྫོགས་རིམ|O1KG1254|1
W30428|014260778|མཁས་དབང་ཚེ་ཏན་ཞབས་དྲུང་གི་དཔྱད་རྩོམ་མཁོ་བསྡུས།|O30428|1
W1KG10746|014255662|ས་ར་ཧ་པའི་རྡོ་རྗེའི་གསུང་རྣམས་ཕྱོགས་བསྒྲིགས།|O1KG10746|1
W1KG5097|014257059|ཁྲིམས་ཡིག་ཞལ་ལྕེ་བཅུ་གསུམ།|O1KG5097|1
W1KG5098|014257060|ཁྲིམས་ཡིག་ཞལ་ལྕེ་བཅུ་དྲུག|O1KG5098|1
W29577|014260040|སྨན་དཔྱད་ཟླ་བའི་རྒྱལ་པོ|O1GS54370|1
W30138|014260647|ཉེར་མཁོའི་སྨན་སྦྱོར་འཆི་མེད་བདུད་རྩིའི་བུམ་བཟང་།|O1GS54501|1
W13868|014254694|གཡུ་ཐོག་གསར་རྙིང་གི་རྣམ་ཐར|O1GS54508|1
W1GS55180|014255481|རྒྱུན་སྤྱོད་བོད་སྨན་ཐང་ཕྱེ་རིལ་བུ་གསུམ་གྱི་སྦྱོར་སྡེ་དང་ལག་ལེན་གྱི་སྐོར་བརྗོད་པ་ཀུན་ཕན་བདུད་རྩིའི་ཆུ་རྒྱུན|O1GS55182|1
W29293|014259977|གཡུ་ཐོག་སྙིང་ཐིག|O1GS55639|1
W15590|014254741|བཤད་རྒྱུད་ཀྱི་འགྲེལ་པ་བདུད་རྩིའི་ཆུ་རྒྱུན|O1GS55777|1
W23181|014258821|བཀའ་བརྒྱུད་ཡིད་བཞིན་ནོར་བུ་ཡི་འཕྲེང་བ|O1GS56123|1
W23830|014259164|ཞལ་སྔ་བཀའ་བརྒྱུད་ཀྱི་ཐུན་མོང་མ་ཡིན་པའི་ཆོས་འབྱུང|O1GS56178|1
W00EGS1017628|014254022|རྒྱུད་ལུང་མན་ངག་དུ་མའི་བཅུད་ཆུང་སློབ་མའི་དོན་དུ་ཟིན་ཐིག་དང་བུ་ལ་གདམས་པ་ཡང་ཐིག|O1GS56983|1
W17836|014254797|གསུང་སྒྲོས་ཕན་བྱེད་རིག་པའི་མཛོད།|O1GS57579|1
W00EGS1016719|014253863|གསོ་བ་རིག་པའི་ཁོག་ཕུབས་ལེགས་བསྡུས་ཞིག་དང་རྩ་བ་ཐུགས་ཀྱི་རྒྱུད་ཀྱི་འགྲེལ་པ་འབྲུ་སྣོན་ཤིན་ཏུ་ལེགས་པ།|O1GS57604|1
W1GS57624|014255489|སྨན་དཔྱད་རིན་ཆེན་འདུས་པ་ཨ་ཙ་རའི་མན་ངག|O1GS57627|1
