set|hollis-id|title|locator|pub|author|isbn|tbrc-rid
tibetan.dlc.xml|013514511-2|Naṅ pa saṅs rgyas paʼi lta grub daṅ deṅ rabs kyi tshan rig gi rnam gźag śes byaʼi laṅ ʼtsho bźugs so /Pha-ra Dge-sloṅ Rnam-rgyal-dbaṅ-chen.|2011354751|Mundgod, N.K., Karnataka :ʼBras-spuṅs Blo-gsal-gliṅ Dpe-mdzod Khaṅ,2009.|Namgyal Wangchen.||
tibetan.dlc.xml|013514514-7|Rdzogs-chen Chos-dbyiṅs-stobs-ldan-rdo-rjeʼi gsuṅ thor phyogs bsgrigs.|2011322420|[Pe-cin] :Mi rigs dpe skrun khaṅ,2010.|Chos-dbyiṅs-stobs-ldan-rdo-rje,Rdzogs-chen,1785-|9787105105519|W1KG10630
tibetan.dlc.xml|013514517-1|Sde-dge ʼJigs-med-skal-bzaṅ daṅ Rdzoṅ-sṅon Padma-thugs-mchog-rdo-rjeʼi gsuṅ rtsom phyogs bsgrigs.|2011322421|Pe-cin :Mi rigs dpe skrun khaṅ,2010.|ʼJigs-med-skal-bzaṅ,Sde-dge,1784-|9787105105502|W1KG6249
tibetan.dlc.xml|013514521-X|Kha gyaʼi gter rgan Rig-ʼdzin-bdud-ʼjoms-rdo-rjeʼi gsuṅ ʼbum /[gtso sgrig pa, Hūm̐-chen daṅ Ñi-zla].|2011322418|[Pe-cin] :Mi rigs dpe skrun khaṅ,2010.|Rig-ʼdzin-bdud-ʼjoms-rdo-rje,1857-1921.|9787105105496 (pbk.)|
tibetan.dlc.xml|013514522-8|Yu moʼi gsal sgron rnam bźi ;daṅ, ʼBro baʼi gsuṅ sgros rgyas pa ʼod zer phreṅ ba sogs bźugs so /[Grub-chen Yu-mo yab sras kyis brtsams ; gtso sgrig pa, Ṅag-dbaṅ-kun-dgaʼ-ʼjam-dbyaṅs-blo-gros].|2011322426||Grub-chen Yu-mo,active 11th century.|9787105111206|W1KG9030
tibetan.dlc.xml|013514525-2|Bstan pa spyi ʼgrel gyi ʼgrel bśad daṅ theg pa chen po rgyud bla maʼi bstan bcos kyi rnam par bśad pa sogs bźugs so /[Gha-ruṅ-pa Lhaʼi-rgyal-mtshan gyis brtsams ; gtso sgrig pa, Ṅag-dbaṅ-kun-dgaʼ-ʼjam-dbyaṅs-blo-gros].|2011322425|Pe-cin :Mi rigs dpe skrun khaṅ :ʼgrems spel mkhan, Mi rigs dpe skrun khaṅ gi Bod yig rtsom sgrig khaṅ,2010.|Lhaʼi-rgyal-mtshan,Gha-ruṅ-pa.|9787105111152|W1KG9035
tibetan.dlc.xml|013514533-3|Theg pa chen po mdo sdeʼi rgyan gyi rnam par bśad pa theg chen rab gsal snaṅ ba źes bya ba bźugs so /[Sa-bzaṅ Ma-ti Paṇ-chen sogs kyis bsgyur ; gtso sgrig pa, Ṅag-dbaṅ-kun-dgaʼ-ʼjam-dbyaṅs-blo-gros].|2011322430|Pe-cin :Mi rigs dpe skrun khaṅ :ʼgrems spel mkhan, Mi rigs dpe skrun khaṅ gi Bod yig rtsom sgrig khaṅ,2010.|Sa-bzaṅ Ma-ti Paṇ-chen ʼJam-dbyaṅs-blo-gros.|9787105111190|
tibetan.dlc.xml|013518786-9|Śes rab bla ʼbod :Ser-śul Rin-chen-don-grub kyi dpyad rtsom phyogs bsgrigs.|2011322137|[Bylakuppe, Dist. Mysore, K.S. :Ser-śul Rin-chen-don-grub],2011.|Rin-chen-don-grub,Ser-śul,1980-||
tibetan.dlc.xml|013518803-2|Gaṅs can yul gyi sa la spyod paʼi mtho ris kyi rgyal blon gtso bor brjod paʼi deb ther rdzogs ldan gźon nuʼi dgaʼ ston dpyid kyi rgyal moʼi glu dbyaṅs kyi ʼgrel ba raṅ sbyoṅ gsal baʼi me loṅ źes bya ba bźugs so /ʼBrug-thar gyis brtsams.|2011322132|[Pe-cin] :Mi rigs dpe skrun khaṅ,2010.|Zhouta.|9787105110889|
tibetan.dlc.xml|013518813-X|Tshad maʼi rigs lam byis paʼi gar stegs /Thub-bstan-phun-tshogs kyis rtsom sgrig byas.|2011322128|[Pe-cin] :Mi rigs dpe skrun khaṅ,2010.||9787105110896|
tibetan.dlc.xml|013518817-2|Bod btsan poʼi lo rgyus daṅ ʼbrel baʼi mthaʼ dpyod gces bsdus /Cha-ris Skal-bzaṅ-thogs-med kyis sgrig sgyur byas.|2011322129|[Pe-cin] :Mi rigs dpe skrun khaṅ,2010.||9787105106738|
tibetan.dlc.xml|013518825-3|Gaṅs Ti-se Bon gźuṅ rig mdzod dpe tshogs legs grub kyi dran rten zin tho /gtso gñer sde khag, Rtse-źig Gʹyuṅ-druṅ Bon Bstan-ʼphel-rgyas-gliṅ ; spyi khyab ʼgan ʼdzin pa, Rtse-źig-tshaṅ Śes-rab-bstan-paʼi-zla-ba ; gtso sgrig pa, Stoṅ-skor Tshe-riṅ-thar ; rtsom sgrig pa, Tshul-khrims-bstan-pa-ʼbrug-grags, Khri-bsod-bstan.|2011322403|[Pe-cin] :Mi rigs dpe skrun khaṅ,2010.||9787105110308|W1KG15511
tibetan.dlc.xml|013518830-X|Bod kyi srol rgyun ʼtshem buʼi śes bya rlabs kyi phreṅ ba /[rtsom sgrig ʼgan khur ba, Bstan-ʼdzin-phun-tshogs].|2011322396|[Pe-cin] :Mi rigs dpe skrun khaṅ,2010.||9787105098361|
tibetan.dlc.xml|013518833-4|Bod kyi srol rgyun śin bzoʼi śes bya rtswa thog zil pa /[rtsom sgrig ʼgan khur ba, Bstan-ʼdzin-phun-tshogs].|2011322395|[Pe-cin] :Mi rigs dpe skrun khaṅ,2010.||9787105098378|
tibetan.dlc.xml|013518855-5|Sñan ṅag legs bśad gter ʼbum /Rdo-dgon Gsaṅ-bdag-rdo-rjes brtsams.|2011322394|Pe-cin :Mi-rigs dpe skrun khaṅ,2010.|Rdo-rje,Gsaṅ-bdag.|9787105112111|
tibetan.dlc.xml|013518859-8|Tshe srog gis bskrun paʼi skad cha :raṅ dbaṅ gi ched du /Dhīḥ Lha-ldan gyis brtsams.|2011352877|Dharamsala, H.P. :Dhīḥ Lha-ldan,2011.|Lha-ldan.||
tibetan.dlc.xml|013518863-6|ʼKhrul-źig Khrid-dpon Rin-po-che Ṅag-dbaṅ-padma-chos-kyi-rgyal-poʼi mdzad rnam daṅ źal gsuṅ phyogs sgrig bźugs /Phrin-las-rdo-rjes rtsom sgrig źus.|2011322125||||
tibetan.dlc.xml|013518865-2|Lha gdoṅ śan khaʼi rluṅ dar /Ae-phur-bkras brtsams.|2011322220|[Lhas-sa] :Bod-ljoṅs mi dmaṅs dpe skrun khaṅ,2011.|Phur-bu-bkra-śis.|9787223031868|
tibetan.dlc.xml|013520119-5|Ṅes pa don gyi grub paʼi dbaṅ phyug rje bla ma Tshul-khrims-ñi-ma dpal bzaṅ poʼi rnam par thar pa mdo tsam brjod pa dad gsum ñin byed ʼdren paʼi skya reṅs źes bya ba bźugs so =Biography of Lama Tsultrim Nyima /rtsom sgrig pa gtso, Ṅag-dbaṅ-tshe-riṅ Śag-po.|2011352176|Gle, La-dwags :Jammu Kaśa-mira gyi bzo, Śes-rig daṅ Skad-kyi Slob-sde, Ae-ka-ḍa-mi,2009.|||
tibetan.dlc.xml|013530042-8|Goṅ sa skyabs mgon rgyal mchog sku phreṅ bcu bźi pa chen poʼi bkaʼ ʼbum bźugs so =Collected works of His Holiness the Dalai 14th Lama.|2011352881|Upper Dharamsala, H.P. :Goṅ sa Tā-laʼi Bla-maʼi bkaʼ ʼbum sdud sgrig khaṅ,2008-|Bstan-ʼdzin-rgya-mtsho,Dalai Lama XIV,1935-|8190244809 (v. 1)|
tibetan.dlc.xml|013530043-6|Btsan byol Bod miʼi dgon sde khag gi lo rgyus.|2011322404|Dharamsala :Btsan-byol Bod-gźuṅ Chos-rig Las-khuṅs nas par bskrun daṅ ʼgrems spel źus,2011.||9789380091204 (v. 1)|
tibetan.dlc.xml|013530045-2|Bod yig dkar chag =Catalogue of Tibetan text /chief editor, Bhim Prasad Nepal ; editor, Jagannath Upadhyaya ; cataloguer, Punya Prasad Parajuli, Mohan Singh Lama.|2011352177|Kathmandu :Govt. of Nepal, Ministry of Culture, Tourism &amp; Civil Aviation, Dept. of Archaeology, National Archives,2064- [2007-]|||
tibetan.dlc.xml|013606160-5|Bdag gźan srid mtshor sgrol baʼi cho ga phyogs bsgrigs ʼphags lam bgrod paʼi śiṅ rta bźugs so.|2011352627|[Sarnath, Varanasi :Vajra Vidya Library,2010].|||
tibetan.dlc.xml|013606166-4|Dbyar gnas paʼi skabs ñe bar mkho ba gźi gsum gyi cho ga lag len daṅ mdo chog khag bcas phyogs gcig tu bźugs paʼi dbu lags so.|2011352626|Sarnath, Varanasi :Wā-ṇa Badzra-bidyā Dpe-mdzod-khaṅ,2011].|||
tibetan.dlc.xml|013606181-8|Sṅags ʼchaṅ Mgon-po-tshe-brtan gyi gsuṅ rtsom phyogs bsgrigs.|2011322401|[Pe-cin] :Mi rigs dpe skrun khaṅ,2010.|Mgon-po-tshe-brtan,Sṅags-ʼchaṅ,1906-1990.|9787105105489|W1KG6254
tibetan.dlc.xml|013606186-9|Grub mthaʼ thub bstan lhun poʼi mdzes rgyan /Lcaṅ-skya Rol-paʼi-rdo-rje.|2012351820|Ldi-li :Bod-kyi Gtsug-lag Źib-dpyod-khaṅ nas dpar skrun źus,c2012.|Rol-paʼi-rdo-rje,Lcaṅ-skya II,1717-1786.|9788189165246|
tibetan.dlc.xml|013606188-5|Rdzogs rim rim lṅa gsal sgron /Rje Tsoṅ-kha-pa Blo-bzaṅ-grags-pas mdzad ; [compiled &amp; edited by Institute of Tibetan Classics].|2012351823|Ldi-li :Bod-kyi Gtsug-lag Źib-dpyod-khaṅ nas dpar skrun źus,c2012.|Tsoṅ-kha-pa Blo-bzaṅ-grags-pa,1357-1419.|9788189165151|
tibetan.dlc.xml|013606193-1|Deb ther sṅon po /ʼGos-lo Gźon-nu-dpal gyis brtsams.|2011322216|[Chengtu] :Si-khron mi rigs dpe skrun khaṅ,1984.|ʼGos Lo-tsā-ba Gźon-nu-dpal,1392-1481.|7542107054 (set)|
tibetan.dlc.xml|013606201-6|Spaṅ ljoṅs me tog ʼkhrigs paʼi ldiṅ khaṅ :Dpal-mgon gyi sgra sñan rduṅ len gces bsdus /Dpal-mgon gyis rtsom sgrig byas.|2011322402|||9787105106882|W1KG6260
tibetan.dlc.xml|013606203-2|Spyi nor goṅ sa skyab mgon chen po mchog nas stsal baʼi bla mchod bde stoṅ dbyer med maʼi ñams khrid bźugs so /yig thog phab bśu ba, Rnam-grwa Thub-bstan-yar-ʼphel.|2011352876|Dharamsala :Sku-bcar Rnam-rgyal Grwa-tshaṅ Phan-bde Legs-bśad-gliṅ gi Śes-yon Lhan-tshogs nas dpar skrun daṅ ʼgrems spel źus,2011.|Bstan-ʼdzin-rgya-mtsho,Dalai Lama XIV,1935-||
tibetan.dlc.xml|013606208-3|Rje btsun Mar-paʼi rnam thar grub pai no mtshar brjod pa.Dpaʼ-bo Gtsug-lag-phreṅ-baʼi rnam rnam ʼkhrul paʼi bzin ras char bai me lon. Dpaʼ-bo Gtsug-lag-phreṅ-baʼi gsuṅ ʼbum dkar chag /Dpaʼ-bo Gtsug-lag-phreṅ-ba.|2011352620|Sarnath, Varanasi :Wā-ṇa Badzra-vidyā Dpe-mdzod-khaṅ,2010.|Dpaʼ-bo Gtsug-lag-ʼphreṅ-ba,1503 or 1504-1566.|8189017381|W1KG6291
tibetan.dlc.xml|013606212-1|Sñan ṅag ʼgrel pa Gaṅs-can gźon nuʼi rol mtsho /Thub-bstan-phun-tshogs kyis rtsom sgrig byas.|2011322134|Pe-cin :Mi-rigs Dpe-skrun-khaṅ,2010.|Thub-bstan-phun-tshogs.|9787105106585|
tibetan.dlc.xml|013608452-4|A short course in Tibetan Buddhism and meditation II[sound recording] /taught by Chamgon the 12th Kenting Tai Situpa at Palpung International Institute of Buddhist Studies : 4th November to 8th November 2011 ; organized by Hay House Publishers.|2011352863|Upper Bhattu, Vai Baijnath, Dist. Kangra, H.P. :Palpung Sherabling Monastic Seat,2011.|Pema Donyo Nyinche,Si-tuXII,1954-||
tibetan.dlc.xml|013608460-5|Three yana teaching[sound recording] /taught by 12th Kenting Tai Situpa.|2011352859|Upper Bhattu, Vai Baijnath, Dist. Kangra, H.P. :Palpung Sherabling Monastic Seat,2011.|Pema Donyo Nyinche,Si-tuXII,1954-||
tibetan.dlc.xml|013622550-0|Bod sman sṅo khrog ʼkhruṅs dpeʼi par ris kun ʼdus chen mo mkhyen nor dgoṅs rgyan źes bya ba bźugs so /Blo-bzaṅ-rdo-rjes brtsams.|2013311119||Blo-bzaṅ-rdo-rje,1956-|9787223034883|
tibetan.dlc.xml|013633711-2|Btsan non ʼog gi Bod.|2011352875|Dharamsala, H.P. :Bod-kyi Dgu-bcu-gsum Las-ʼgul Ttshogs-pa,2011.|||
tibetan.dlc.xml|013633717-1|Blo-bo daṅ Gtsaṅ-chos Rdo-rje-gdan gyi lo rgyus mthoṅ kun dad grol ma źes bya ba bźugs so /Ṅag-dbaṅ-ʼjigs-med kyis [rtsom sgrig byas].|2012338379|[Kathmandu] :Ṅor Thar-rtse Mkhan Rin-po-che ;Dpal Nor E-wam Thar-rtse Bla-braṅ nas ʼgrems spel byas,c2011.|||
tibetan.dlc.xml|013633720-1|ʼOd gsal rgyan gyi bśad pa yid kyi mun sel sogs bźugs so /[Ña-dbon Kun-dgaʼ-dpal gyis mdzad ; gtso sgrig pa, Ṅag-dbaṅ-kun-dgaʼ-ʼjam-dbyaṅs-blo-gros].|2011322423|[Pe-cin] :Mi rigs dpe skrun khaṅ :ʼgrems spel mkhan, Mi rigs dpe skrun khaṅ gi Bod yig rtsom sgrig khaṅ,2010.|Kun-dgaʼ-dpal,Ña-dbon,active 14th century.|9787105111138|W1KG9037
tibetan.dlc.xml|013633723-6|Mi yul gyi bśas ra /rtsom sgrig pa, Lha-chab-sbyin-pa.|2011352887|Dharamsala, H.P. :Bod kyi Dgu-bcu-gsum las ʼgul tshogs pa,2011.|||
tibetan.dlc.xml|013633726-0|Rgyud bla maʼi grel pa mdo daṅ sbyar ba ṅes paʼi don gyi snaṅ ba ;daṅ, Ṅes don nor buʼi mdzod ces bya ba bźugs so /[Rin-chen-ye-śes daṅ Ye-śes-rdo-rje gñis kyis [mdzad] ; gtso sgrig pa, Ṅag-dbaṅ-kun-dgaʼ-ʼjam-dbyaṅs-blo-gros].|2011322427|Pe-cin :Mi rigs dpe skrun khaṅ :ʼgrems spel mkhan, Mi rigs dpe skrun khaṅ gi Bod yig rtsom sgrig khaṅ,2010.|Rin-chen-ye-śes.|9787105111145|W1KG9036
tibetan.dlc.xml|013633729-5|Tshe-riṅ-don-grub kyi brtsams sgruṅ źib ʼjug /Chab-brag Mgon-po-skyabs kyis gtso sgrig byas.|2011322407|[Lanchou] :Kan-suʼu mi rigs dpe skrun khaṅ,2011.||9787542118141|
tibetan.dlc.xml|013694737-9|Rje btsun thams cad mkhyen pa Dreʼu-lhas Grub-dbaṅ Kun-dgaʼ-mi-ʼgyur-rdo-rjeʼi gsuṅ ʼbum bźug̤s so.|2012351824|Darjeeling :Druk Gar Library,2012-|Kun-dgaʼ-mi-ʼgyur-rdo-rje,Dreʼu-lhas Grub-dbaṅ,1721-1769.||
tibetan.dlc.xml|013694749-2|Bod kyi lag śes kun ʼdus chen mo /Dkon-mchog-bstan-ʼdzin, ʼPhrin-las-rgyal-mtshan, Padma-gʹyu-sgron bcas kyis brstams.|2011322411|[Lanchou] :Kruṅ-goʼi Bod rig pa dpe skrun khaṅ,2010.|Dkon-mchog-bstan-ʼdzin,1949-|9787802532533 (set)|
tibetan.dlc.xml|013694843-X|Sdom pa sruṅ ba /Co-ne Yum-tshe-riṅ gis brtsams.|2011322409|Zi-liṅ :Mtsho-sṅon mi rigs dpe skrun khaṅ,2011.|Yum-tshe-riṅ,Co-ne.|9787542015365|W1PD137857
tibetan.dlc.xml|013694881-2|Dmaṅs Do haʼi rnam bśad De ñid gsal ba sogs ;daṅ, Dmaṅs Do haʼi ʼgrel bśad Lhan skyes snaṅ ba ; Bstun mo Do haʼi ʼgrel bśad Sñiṅ po rnam ṅes ; Rgyal po Do haʼi ʼgrel bśad Zla baʼi ʼod zer sogs daṅ Dmaṅs Do haʼi ʼgrel pa Dri med sgron me sogs phyogs sgrig bźugs so /mdzad pa po, Grub-thob Gliṅ-ras, Par-phu-ba Blo-gros-seṅ-ge, Rgyal-dbaṅ Karma-pa Raṅ-byuṅ-rdo-rje.|2012351831||Gliṅ-ras-pa Padma-rdo-rje,1128-1188.|8189017454|
tibetan.dlc.xml|013694896-0|Bum naṅ gi me tog =Bum nang gi me tog /Hor-mos brtsams.|2012338376||Hor-mo.|9787542117274|
tibetan.dlc.xml|013694902-9|Rgyal ba spyan ras gzigs dbaṅ brgyad paʼi rnam thar legs spyad maʼi don ʼgrel blaṅ dor gsal baʼi sgron me bźugs so /Saṅs-rgyas-dpal-grub.|2012351829|[Sarnath, Varanasi :Wā-ṇa Badzra-bidyā Dpe-mdzod-khaṅ],2012.||8189017462|
tibetan.dlc.xml|013694911-8|Rgyud kyi rgyal po dpal gsaṅ ba ʼdus paʼi rdzogs rim rim pa lṅaʼi rtsa ʼgrel phyogs bsgrigs bźugs so.|2012352666|Dharamsala, H.P. :Sku-bcar Rnam-par-rgyal-ba Phan-bde-legs-bśad-gliṅ,2011.|||
tibetan.dlc.xml|013710700-5|Tshogs gsum gyi rnam bśad dpyid kyi myu gu źes bya ba bźugs so /Tshe-dbaṅ-rdo-rjes brtsams.|2009340702|Pe-cin :Mi-rigs Dpe-skrun-khaṅ,2008.|Tshe-dbaṅ-rdo-rje,1972-|9787105093564|W1KG975
tibetan.dlc.xml|013710740-4|Bod kyi yul srol rig gnas gces bsdus /gtso sgrig pa Tse-dbaṅ Rdo-rdje.|2011432155|||9787542115706|
tibetan.dlc.xml|013719409-9|Phar phyin dgoṅs dpyod gzur gnas kund bźad paʼi ʼdzum zer /Blo-bzaṅ-rgya-mtsho.|2012352668|Upper Dharamsala, H.P. :ʼPhags-yul Kirtiʼi Byes-pa Grwa-tshaṅ nas ʼgrems spel byas,2011.|Blo-bzaṅ-rgya-mtsho.||
tibetan.dlc.xml|013725302-8|Na gźon rab byed /Bdud-lha-rgyal daṅ Me-lce gñis kyis gtso sgrig byas.|2011352190|Lanzhou :Kan-suʼu mi rigs dpe skrun khaṅ,2010.||9787542114785|W1KG14534
tibetan.dlc.xml|013725328-1|Gźon nuʼi rab byed /Ñi-gźon gyis gtso sgrig byas.|2011352191|Lanzhou :Kan-suʼu mi rigs dpe skrun khaṅ,2010.||9787542115133|W1KG14518
tibetan.dlc.xml|013725367-2|Goṅ sa mchog gis chab srid kyi mdzad ʼgan yoṅs rdzogs ʼos ʼdems byas paʼi ʼgo khrid tshos ʼgan khur dgos paʼi gsuṅ phrin daṅ bkaʼ slob stsal ba.|2012352410||Bstan-ʼdzin-rgya-mtsho,Dalai Lama XIV,1935-||
tibetan.dlc.xml|013725432-6|Klad chen daṅ sems kyi ʼbrel ba la dpyad pa /Gser-rta Bla-ruṅ Bstan-ʼdzin-rgya-mtshos brtsams.|2012352412|Dharamsala :Bod-kyi Dpe-mdzod-khaṅ,2011.||9789380359311|W1KG14139
tibetan.dlc.xml|013727007-0|Lo rgyus nams dpyod mkhan po :mkhas dban Chab-spel Tshe-brtan-phun-tshogs lags la bcar ʼdri źus paʼi zin tho /Chab-spel Rig-gźuṅ Bsam-bloʼi Źib-ʼjug Tshogs-chuṅ gis bsgrigs.|2011312074|Pe-cin :Kruṅ-goʼi Bod kyi śes rig dpe skrun khaṅ :Bod-ljoṅs Bod yig dpe rñiṅ dpe skrun khaṅ,2008.|Tshe-brtan-phun-tshogs,Chab-spel.|9787802530485|W1KG13121
tibetan.dlc.xml|013776740-4|Mthoṅ thos myoṅ tshor lo rgyus /Thub-bstan-bstan-ʼdzin.|2012351828||Thub-bstan-bstan-ʼdzin.||
tibetan.dlc.xml|013779271-9|Ya thog Źaṅ Bod khyad nor dpe tshogs =Xiangxiong wenji /Gʹyuṅ-druṅ Bon Źaṅ-bod Gnaʼ-boʼi Rig-gźuṅ Źib-ʼjug Tshogs-pa.|2013331249|||9787540949495 (set)|
tibetan.dlc.xml|013779273-5|ʼJam-dbyaṅs-blo-gter-dbaṅ-poʼi bkaʼ ʼbum bźugs /Rdzoṅ-sar Khams-bye Lṅa-rig Thub-btsan Slob-gliṅ nas bsgrigs.|2013331251||Blo-gter-dbaṅ-po,ʼJam-dbyaṅs.|9787805892214 (v. 1)|
tibetan.dlc.xml|013779278-6|Roṅ-chen bstan paʼi sgron me skyabs mgon Kirti Blo-bzaṅ-ʼphrin-las kyis mdzad paʼi phar phyin sdom tshig gi mchan ʼgrel luṅ rigs ʼod stoṅ bar baʼi ñin byed ces bya ba bźugs so /rtsa ba mdzad pa po, Roṅ-chen Bstan-paʼi-sgron-med Skyab-mgon Kirti Blo-bzaṅ-ʼphrin-las-bstan-pa-rgya-mtsho-dpal-bzaṅ-po ; ʼgrel ba mdzad pa po, Stag-tshaṅ-dpal gyi Lha-mo Blo-gliṅ dge ldan Bkra-śis-ʼkhyil gyi rgan Dkon-mchog-bzod-pa.|2013331250||Blo-bzaṅ-ʼphrin-las,Kirti VIII,1849-1904,author.|9787542122100 (v. 1)|
tibetan.dlc.xml|013779281-6|Byaṅ chub lam gyi rim paʼi khrid chen brgyad phyogs gcig tu bsgrigs pa bźugs so /mdzad pa po, Rje Blo-bzaṅ-grags-pa sogs ; Ser-gtsug Naṅ-bstan Dpe-rñiṅ ʼTshol-bsdu Phyogs-sgrig-khaṅ nas bsgrigs.|2013331255||||W1KG15383
tibetan.dlc.xml|013779285-9|Dmigs brtse maʼi beʼu bum don gñer kun gyi spyi nor bźugs so /Rgyal-mchog Lṅa-pa chen po sogs.|2013331258||||
tibetan.dlc.xml|013779291-3|Dam chos sdug bsñal źi byed rtsa baʼi chos sde daṅ yan lag bdud kyi gcod yul gyi glegs bam.|2013331887||Dam-pa-saṅs-rgyas,-1117?||
tibetan.dlc.xml|013779295-6|Rin chen gter mdzod chen mo =The great treasury of rediscovered teachings.|2007392820|New Delhi :Shechen Publications,2007-&lt;2012&gt;|Koṅ-sprul Blo-gros-mthaʼ-yas,1813-1899.|8174721355 (set)|W3JW2898
tibetan.dlc.xml|013779298-0|Kun mkhyen Brag-dkar-ba Chos-kyi-dbaṅ-phyug mchog gi gsuṅ ʼbum rin po che glegs bam =The collected works of Dag-kar Choe-kyi-wang-chuk (1775-1837) /edited by Khenpo Shedup Tenzin.|2013330928||Chos-kyi-dbaṅ-phyug,Brag-dkar-rta-so Sprul-sku,1775-1837,author.||
tibetan.dlc.xml|013859330-2|880-01Gaṅs can bod zas =Zang can shi pu /Tshe-riṅ-chos-ʼphel gyis brtsams.|2012350210||Tshe-riṅ-chos-ʼphel,1954-|9787223024488|W1KG14547
tibetan.dlc.xml|013860296-4|ʼJam mgon Sa-skya Paṇḍi-ta chen po Kun-dgaʼ-rgyal-mtshan dpal bzaṅ poʼi rnam par thar pa bźugs so =Jama-gona Sakyā Mahāpaṇḍita Kungā Gyalachana pala zaṅpo (ānanda dvaja śrībhadra) kī jīvanī /anuvādaka evam sampādaka Sañjīva Kumāra Dāsa.|2012350114|Leha, Ladākha :Kendrīya Bauddha Vidyā Saṃsthāna,2003.|Go-rams-pa Bsod-nams-seṅ-ge,1429-1489.||
tibetan.dlc.xml|013860346-4|Gaṅ śar sems kyi me loṅ :legs bśad kyi rtsom : a collection of poetries in Tibetan/Ladakhi language /Tsering Chosphel (Hornak).|2012352663|Leh, Ladakh :Hornak Family,2008.|Tshe-rin-chos-ʼphel,Hor-nag,1958-||
tibetan.dlc.xml|013860780-X|Sgra bsgyur chos kyi rgyal po mṅa bdag Mar-pa Lo-tsā-ba Chos-kyi-blo-gros mchog gi rnam thar mthoṅ ba don ldan źes bya ba bźugs so /rtsom sgrig źu ba po, Mkhan-po Rgyal-mtshan-phun-tshogs.|2013331262|||9788190733663|
tibetan.dlc.xml|013861479-2|Lañtsha daṅ Wartuʼi phyi mo utpalaʼi ʼphreṅ rgyan ces bya ba bźugs so /Kan-suʼu Źiṅ-chen Naṅ-bstan Slob-gliṅ gis bsgrigs ; Dkon-mchog-rgya-mtshos bris.|2012350910||Dkon-mchog-rgya-mtsho.|9787542101952|W1KG16578
tibetan.dlc.xml|013861740-6|Mi rigs ṅa drug me tog ṅa drug ʼdra /Nor-bu-rgyal-mtshan gyis gtso sgrig byas ; Tshe-bum daṅ Rdo-rje-dpal gyis bsgyur.|2012353422|[Chengdu] :Si-khron dpe skrun tshogs pa / Si-khron mi rigs dpe skrun khaṅ,2011.||9787540946852|
tibetan.dlc.xml|013861765-1|Ṅaʼi rtsom daṅ glu dbyaṅs /Tshe-dbaṅ-rdo-rje.|2012350214|[Ladakh :Tshe-dbaṅ-rdo-rje],2009.|Tshe-dbaṅ-rdo-rje.||
tibetan.dlc.xml|013861788-0|Grub paʼi mthaʼi rnam par gźag pa rin po cheʼi phreṅ ba źes bya ba bźugs so =Siddhānta-ratnāvalī /anuvādaka, Sañjīva Kumāra Dāsa.|2012350229||Dkon-mchog ʼJigs-med-dbaṅ-po,author.||
tibetan.dlc.xml|013861819-4|Dbu ma la ʼjug paʼi bstan bcos kyi dgoṅs pa rab tu gsal baʼi me loṅ la slar yaṅ mchan gyis gsal bar bgyis pa kun phan zla baʼi ʼod snaṅ źes bya ba bźugs so =Madyamakāvatāraśāstramataprakāśadarpaṇaḥ sarvahitacandrikālokākhyātippaṇasahitaḥ /Roṅ-tha Bla-ma Dge-sloṅ Blo-bzaṅ-dam-chos-rgya-mtsho ; edited by Dakpa Kalsang.|2012350234||Roṅ-tha Blo-bzaṅ-dam-chos-rgya-mtsho,1863-1917.|9788190818162|
tibetan.dlc.xml|013861947-6|Byaṅ chub sems kyi bstod pa rin chen sgron ma źes bya ba bźugs so =Ratnapradīpa nāmaka "bodhicitta ki stuti" /Mahāmanā Negī Lāmā viracita ; anuvadaka Ke. Angarupa Lahuli ; sampadaka Ramasankara Tripathi.|2012350233|Leha, Ladākha :Kendrīya Bauddha Vidyā Saṃsthāna,2003.|Negī Lāmā.||
tibetan.dlc.xml|013861963-8|Bod kyi chos brgyud rnams kyi dbu maʼi lta grub kyi rnam gźag thog Rgya-gar rgyal yoṅs bgro gleṅ tshogs ʼduʼi dran rten phyag deb.|2012350227|La-dwags Gle :Dbus-gźuṅ Naṅ-paʼi Rig-gnas Mtho-slob Khaṅ,2012.|||
tibetan.dlc.xml|013861969-7|Dpal ʼbyor rig paʼi gźig staṅs /Dge-gñen gyis bsgrigs.|2012350231|||9787542015464|
tibetan.dlc.xml|013861971-9|Bod skad chu rgyug rgyug rgyob =Speak fluent Tibetan /by Chok Tenzin Monlam Peltsok.|2013311118||Peltsok, Chok Tenzin Monlam.||
tibetan.dlc.xml|013863765-2|Dus rabs ñer gcig paʼi naṅ naṅ chos kyi gnad don =Ikkīsavīṃ śatābdī meṃ bauddha dharma = Buddhism in 21st century /chief editor, Tashi Paljor ; editors, Bhawani Shankar Shukla, Jamyang Gyaltsan.|2012350226||||
tibetan.dlc.xml|013865576-6|Rgya-tshaʼi gnas bśad bla mtshoʼi bdud rtsi /Mkhas-grub kyis brtsams.|2012350117||Mkhas-grub,1957-|9787223032032|
tibetan.dlc.xml|013865620-7|Bod kyi bkra śis paʼi rgyun ris gsar ʼgrel /Rig-ʼdzin-bstan-sruṅ daṅ Ye-śes kyis brtsams.|2012350116||Rig-bstan,author.|9787542119612|
